Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000037622,ABC741,30339,"300 Galleria Parkway, Suite 1600","300 Galleria Parkway, Suite 1600",08/03/2022,Q1,21/06/2022,2023,Approved,1,0,0,0,0,0,1,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,1 Limited scope for scaling Customer pre-­sales,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,87,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000037623,ABC753,33629,3902 Henderson Blvd,6621 Southwest 71st Lane,08/03/2022,Q1,22/08/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,1 Limited scope for scaling Customer pre-­sales,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,14,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000039899,ABC755,85044,10007 South 51st Stree,10007 S 51st St,12/05/2022,Q2,21/06/2022,2023,Draft,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000039897,ABC758,48309-3240,3499 HAMLIN ROAD,,12/05/2022,Q2,21/06/2022,2023,Draft,0,0,0,0,0,0,1,1,0,0,1,,,No,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000022792,ABC766,44131,"6480 Rockside Woods Blvd,",6480 Rockside Woods Blvd S Ste 190,07/12/2020,Q4,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,205,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000022790,ABC767,19422,518 Township Line Road,1314 Edwards Dr,07/12/2020,Q4,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,92,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024292,ABC787,60611,401 N Michigan Ave,401 N Michigan Ave Ste 3400,14/01/2021,Q1,02/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,1165,1,,UNITED STATES
CP-0000024293,ABC788,63146,1 World Wide Way,1 World Wide Way,14/01/2021,Q1,01/08/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,6200,1,,UNITED STATES
CP-0000024297,ABC790,78216,"10100 Reunion Place,",24708 172nd Ave SE,14/01/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,2467,1,,UNITED STATES
CP-0000024294,ABC791,8873,290 Davidson Ave.,290 Davidson Avenue,14/01/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,1,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,4925,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024532,ABC795,80202,"1125 17th Street, Suite 1700",6130 Sprint Pkwy Ste 400,03/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024629,ABC797,3743,"21 Water St., Suite 500",21 Water St Ste 500,03/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,797,1,,UNITED STATES
CP-0000025102,ABC798,83642,1111 South Silverstone Way,1041 E Tuweep St,19/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,324,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024296,ABC800,60069,75 Tri-State International,300 N Milwaukee Ave,14/01/2021,Q1,11/07/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,9200,1,,UNITED STATES
CP-0000024291,ABC801,10119,One Penn Plaza,250 Cambridge Ave Ste 300,14/01/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,3000,0,,UNITED STATES
CP-0000024295,ABC802,85283,6820 S. Harl Ave,6820 S Harl Ave,14/01/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,1,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,4350,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,UNITED STATES
CP-0000024855,ABC817,30092,130 Technology Parkway,130 Technology Pkwy,17/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,518,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024863,ABC825,17003,475 N. Weaber St,9 E Main St,17/02/2021,Q1,29/03/2022,2022,Approved,1,0,0,0,0,0,0,0,0,1,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,92,1,,UNITED STATES
CP-0000024868,ABC837,85257,1355 N Scottsdale Rd Suite 140,1355 N Scottsdale Rd Ste 140,17/02/2021,Q1,15/06/2022,2022,Approved,1,0,0,0,0,0,0,0,0,1,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,104,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024287,ABC850,33442,"1500 S. Powerline Rd,",,12/01/2021,Q1,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,178,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,UNITED STATES
CP-0000024285,ABC851,10954,"101 Airport Executive Park,",101 Airport Executive Park,11/01/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,18,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024529,ABC868,92653,22892 Mill Creek Drive,4 Venture Ste 305,03/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,27,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024702,ABC880,92649,15461 Springdale Street.,15461 Springdale St,15/02/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,133,0,,UNITED STATES
CP-0000024707,ABC881,48302,"2600 Telegraph Road,",2600 Telegraph Road,15/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,822,1,,UNITED STATES
CP-0000024443,ABC882,22102,7927 Jones Branch Drive,,01/02/2021,Q1,01/04/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,111,0,,UNITED STATES
CP-0000024446,ABC891,92011,2042 Corte Del Nogal Suite D,2042 Corte Del Nogal,01/02/2021,Q1,08/03/2021,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000024228,ABC931,33760,5350 Tech Data Drive,5350 Tech Data Dr,05/01/2021,Q1,22/08/2022,2022,Approved,1,0,0,1,0,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,14850,1,,UNITED STATES
CP-0000024674,ABC956,35209,201 Summit Parkway,201 Summit Pkwy,08/02/2021,Q1,02/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,100,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024148,ABC1000,20190,11493 Sunset Hills Road,11493 Sunset Hills Rd Ste 100,05/01/2021,Q1,30/03/2022,2022,Approved,1,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,1701,1,,UNITED STATES
CP-0000024706,ABC1014,66215,8551 Quivira Road,8551 Quivira Rd,15/02/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,0,1,0,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,37,0,,UNITED STATES
CP-0000024705,ABC1015,30092,"Prosys HQ,",6575 The Corners Pkwy,15/02/2021,Q1,19/05/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000024697,ABC1016,1748,45 South Street,,15/02/2021,Q1,02/08/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,50,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024696,ABC1017,3079,43 Northwestern Drive,43 Northwestern Dr,15/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,174,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024071,ABC1033,33122,7620 NW 25 St.,7620 Northwest 25th Street,16/12/2020,Q4,21/08/2022,2022,Approved,1,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,51,1,,UNITED STATES
CP-0000026147,ABC1055,20878,"9711 Washingtonian Blvd,",13 Cold Spring Ct,29/04/2021,Q2,02/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,1,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000024698,ABC1060,1730,175 Middlesex Turnpike,,15/02/2021,Q1,15/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,469,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000024326,ABC1062,70810,8180 YCMA Plaza Drive,,20/01/2021,Q1,02/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,68,0,Goals and Objectives- Min. 1 Goal Required; Account Planning Actions-Min. 1 Action Required; Planner- Incomplete Planned Total FY >1,UNITED STATES
CP-0000024668,ABC1069,7446,78 Orchard Street,,05/02/2021,Q1,16/08/2021,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,0,1,,,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,107,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,UNITED STATES
CP-0000025564,ABC1075,60654-3538,314 W. Superior Street,4879 Thicket Path Nw,06/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,1,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,2200,1,,UNITED STATES
CP-0000039196,ABC1076,80112,9151 E. Panorama Circle,9151 E Panorama Cir,13/04/2022,Q2,19/05/2022,2023,Draft,0,0,0,0,1,0,0,0,0,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,461,0,,UNITED STATES
CP-0000024701,ABC1078,45202,221 E 4th street,,15/02/2021,Q1,12/04/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,465,1,,UNITED STATES
CP-0000022791,ABC1086,75247,"999 Metromedia Place,",999 Metro Media Pl,07/12/2020,Q4,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,633,0,,UNITED STATES
CP-0000024199,ABC1110,92612,3351 Michelson Drive,3351 Michelson Dr,05/01/2021,Q1,20/07/2022,2022,Approved,1,0,0,1,1,0,1,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,6270,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025097,ABC1123,92121,10240 Flanders Court,10240 Flanders Ct,19/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,235,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025101,ABC1124,78209,1711 Citadel Plaza,1711 Citadel Plz,19/02/2021,Q1,11/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,36,1,,UNITED STATES
CP-0000025103,ABC1125,48377,46635 Magellan Drive,46665 Magellan Drive,19/02/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,116,0,,UNITED STATES
CP-0000025099,ABC1126,84107,"852 E Arrowhead Ln,",852 E Arrowhead Ln,19/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,123,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025100,ABC1127,80222,1720 S. Bellaire Street,1720 S Bellaire St,19/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,33,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025098,ABC1128,21046,"9175 Guilford Road,",9175 Guilford Rd Ste 101,19/02/2021,Q1,29/06/2021,2022,Draft,0,0,0,0,0,0,0,0,0,1,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,37,0,,UNITED STATES
CP-0000024700,ABC1131,8837,"399 Thornall Street, 8th Floor",399 Thornall St Fl 8,15/02/2021,Q1,15/03/2022,2022,Draft,0,0,0,0,0,1,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,154,0,,UNITED STATES
CP-0000039275,ABC1153,20171,"13595 Dulles Technology Dr,",13595 Dulles Technology Dr,29/04/2022,Q2,21/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,1402,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025818,ABC1156,92127,"17055 Camino San Bernardo,",17055 Camino San Bernardo,30/03/2021,Q1,02/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,67,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025401,ABC1157,10017,"747 Third Ave, NY",,03/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,0,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,12,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025824,ABC1158,11753,200 Robbins Lane,19 Crosby St Ste 230,30/03/2021,Q1,15/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000025830,ABC1159,41048,1020 Petersburg Road,1900 Wazee St Ste 205,30/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,4170,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025829,ABC1161,77027,2500 West Loop South,,30/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,92,1,,UNITED STATES
CP-0000025828,ABC1162,20817,"10411 Motor City Drive,",3033 Maple Dr NE,30/03/2021,Q1,28/02/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,17,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025825,ABC1163,19422-2327,"4 Sentry Parkway,",4 Sentry Pkwy Ste 300,30/03/2021,Q1,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,214,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025817,ABC1172,98034,"11335 NE 122nd Way, Ste 105",11816 Avondale Pl Ne,30/03/2021,Q1,30/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,32,0,,UNITED STATES
CP-0000025820,ABC1173,94520,1855 Gateway Blvd.,1855 Gateway Blvd Ste 730,30/03/2021,Q1,30/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,115,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025822,ABC1177,7608,696 US Highway 46,696 Us Highway 46,30/03/2021,Q1,04/04/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,467,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025821,ABC1178,8611,171 Jersey St,,30/03/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,0,0,,UNITED STATES
CP-0000026103,ABC1195,92618,"100 Spectrum Center Drive,",100 Spectrum Center Dr Ste 700,19/04/2021,Q2,02/03/2022,2022,Approved,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,277,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025765,ABC1218,57049,303 Centennial Dr,PO Box 1995,24/03/2021,Q1,22/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,220,1,,UNITED STATES
CP-0000025946,ABC1272,2451,303 Wyman Street,25 Apple Rd Apt 31,01/04/2021,Q2,09/11/2021,2022,Approved,1,0,0,0,0,0,0,1,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,55,0,Goals and Objectives- Min. 1 Goal Required,UNITED STATES
CP-0000025819,ABC1291,92626,611 Anton Blvd,611 Anton Blvd,30/03/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NORTH AMERICA,AMER,0,88,0,,UNITED STATES
