Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000036836,ABC1510,10160,Grha Infracom Lt. 7-8,Md Tower,08/02/2022,Q1,08/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,151,0,Goals and Objectives- Min. 1 Goal Required,INDONESIA
CP-0000036816,ABC1644,10160,Jl. Abdul Muis No.62,,07/02/2022,Q1,29/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,339,0,Goals and Objectives- Min. 1 Goal Required,INDONESIA
CP-0000026167,ABC1687,16433,"Jl. Pramuka I, RT 002 RW 004,",,06/05/2021,Q2,28/02/2022,2022,Approved,1,0,0,0,0,0,0,1,0,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,52,0,Goals and Objectives- Min. 1 Goal Required,INDONESIA
CP-0000026088,ABC1827,12560,PT. Packet Systems Indonesia,Pt. Packet Systems Indonesia,16/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,185,0,Goals and Objectives- Min. 1 Goal Required,INDONESIA
CP-0000026079,ABC1829,11410,Wisma 77 15th Floor,Wisma Slipi 9th Floor Suite 909 Jl.Letjen S.Parman Kav 12,15/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,20,0,Goals and Objectives- Min. 1 Goal Required,INDONESIA
CP-0000039216,ABC130,600034,"Awfis Space Solutions, 2nd Floor, No. 143","611, 2Nd And 3Rd Floor, 80 Feet Road",18/04/2022,Q2,30/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,141,1,,INDIA
CP-0000031769,ABC160,411016,"A-Wing, 3rd Floor, Pride Silicon Plaza,","No. 389, Bluemoon Prime, 2Nd Floor",19/08/2021,Q3,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000038791,ABC174,110017,"81/1, 2nd Floor, Aurobindo Tower","81/1, 2Nd Floor, Aurobindo Tower",28/03/2022,Q1,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,97,1,,INDIA
CP-0000038775,ABC203,110020,"E-44/2, Okhla Industrial Area,Ph-II,","GPS E-44 /2, Okhla Industrial",25/03/2022,Q1,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1670,1,,INDIA
CP-0000037606,ABC221,122015,Plot 16,,08/03/2022,Q1,11/04/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,50274,0,Planner- Incomplete Planned Total FY >1,INDIA
CP-0000040696,ABC226,110015,Arrow PC Network Pvt. Ltd.,"A-55, Plot-70, Klj Complex-Ii,",19/05/2022,Q2,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,22,1,,INDIA
CP-0000038756,ABC249,400059,"23,level2,Kalpataru Square",,23/03/2022,Q1,12/07/2022,2023,Approved,1,0,0,0,0,0,0,1,0,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,335,1,,INDIA
CP-0000037286,ABC261,600113,"II Floor , Tidel Park, No:4 Rajiv Gandhi Salai , Taramani",,21/02/2022,Q1,22/08/2022,2023,Approved,1,0,0,0,0,0,1,1,0,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,183,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024679,ABC267,411038,"201, Giridhar Avenue, Opp. Big Bazaar","6, 2Nd Floor, 2Nd Cross",10/02/2021,Q1,03/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,49,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000038755,ABC271,500016,"7-1-67/12, Dharam Karan Road,","Paradise Circle, 1-8-144, First Floor, Pg Road",23/03/2022,Q1,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,32,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025638,ABC278,201309,"C-26,Sector 62,",C26,17/03/2021,Q1,15/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,28,0,,INDIA
CP-0000024874,ABC294,560043,"#6, 2nd Floor, 2nd Cross",,17/02/2021,Q1,25/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,33,1,,INDIA
CP-0000038754,ABC301,400065,66 St Johns Road,,23/03/2022,Q1,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1093,1,,INDIA
CP-0000025681,ABC308,600034,"Awfis Space Solutions, 2nd Floor, No. 143","611, 2Nd And 3Rd Floor, 80 Feet Road",19/03/2021,Q1,11/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,141,1,,INDIA
CP-0000039257,ABC316,395017,"301, Orleaans Complex",,26/04/2022,Q2,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,10,1,,INDIA
CP-0000025710,ABC338,400069,"11B, Vasudev Chambers","1ST FLOOR, KUBER COMPLEX,",23/03/2021,Q1,26/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,78,1,,INDIA
CP-0000039256,ABC360,110019,"Plot No.2, IInd Floor, Local Shopping Complex,","Plot No.2, Iind Floor, Local Shopping Complex,",26/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,150,1,,INDIA
CP-0000039252,ABC366,400069,"11B, Vasudev Chambers","1ST FLOOR, KUBER COMPLEX,",26/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,78,1,,INDIA
CP-0000038759,ABC395,400013,"Naman Midtown, B Wing, 10th Floor,","No.18/2, Vani Vilas Road",23/03/2022,Q1,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,321,1,,INDIA
CP-0000038802,ABC399,600 095,"No.37, 1st Street, Singaravelan Nagar, Maduravoyal","No 4 A, 4th Floor Queens Court",28/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,174,1,,INDIA
CP-0000038801,ABC424,600 095,"No.37, 1st Street, Singaravelan Nagar, Maduravoyal","No 4 A, 4th Floor Queens Court",28/03/2022,Q1,07/04/2022,2022,Draft,0,0,0,0,0,0,0,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,174,0,,INDIA
CP-0000038794,ABC457,201301,"B29, 4th Floor, Sec-1 Noida,",131415 Sjr Ipark,28/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,,,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,11,1,,INDIA
CP-0000038973,ABC466,400079,"Godrej IT Park, B Block 5th Floor","LBS Marg, Vikhroli West, 5th Fl, Empire Plaza, Bld A",05/04/2022,Q2,22/08/2022,2023,Approved,1,0,0,1,1,0,0,0,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,3260,1,,INDIA
CP-0000039008,ABC481,110019,"15th Floor, Eros Corporate Tower.","15th Floor, Level - 15 Eros Corporate Tower",06/04/2022,Q2,22/08/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,157,1,,INDIA
CP-0000038796,ABC490,110020,"D-147, Okhla Industrial Area, Phase-I","D-147, Okhla Industrial Area, Phase-I",28/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,,,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,26,1,,INDIA
CP-0000039013,ABC498,110014,"A-16,","A-16,",06/04/2022,Q2,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,52,1,,INDIA
CP-0000038848,ABC511,600 101,969,,30/03/2022,Q1,30/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,27,0,,INDIA
CP-0000031785,ABC526,110020,"A-8, F.I.E.E., OKHLA PHASE-II, NEW DELHI..","A-8, F.I.E.E.,",10/09/2021,Q3,29/06/2022,2022,Pending Internal Approval,0,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,81,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025947,ABC543,400065,66 St Johns Road,,02/04/2021,Q2,13/06/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1093,1,,INDIA
CP-0000038206,ABC565,400097,"A-24/25 Ambika Towers, Near Pump House.","A-24/25 Ambika Towers, Near Pump House",16/03/2022,Q1,07/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,259,1,,INDIA
CP-0000025970,ABC570,400063,"Block B6, Level 2,","Level 2, Block B6,",07/04/2021,Q2,08/08/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,585,1,,INDIA
CP-0000036650,ABC644,600113,"II Floor , Tidel Park, No:4 Rajiv Gandhi Salai , Taramani",,06/01/2022,Q1,26/04/2022,2022,Draft,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,183,0,,INDIA
CP-0000037813,ABC654,600089,LARSEN & TOUBRO LIMITED,HOSUR ROAD,10/03/2022,Q1,07/04/2022,2023,Approved,0,0,0,0,0,0,0,1,1,0,1,,,No,1,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,1,,INDIA
CP-0000031234,ABC676,400604,"508/509, New Era Business Park",,16/08/2021,Q3,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,202,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024836,ABC709,641006,"#155C, Sathy Road",,17/02/2021,Q1,25/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,112,1,,INDIA
CP-0000024841,ABC715,400063,"701, 7th Floor, Chintamani Avenue","701,7th Floor Chintamani Avenue",17/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,83,1,,INDIA
CP-0000024843,ABC717,110020,"E-44/2, Okhla Industrial Area,Ph-II,","GPS E-44 /2, Okhla Industrial",17/02/2021,Q1,26/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1670,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,INDIA
CP-0000025647,ABC735,110014,"A-16,","A-16,",17/03/2021,Q1,29/06/2022,2022,Approved,1,0,0,0,0,0,0,1,0,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,52,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000039078,ABC737,110020,"A-8, F.I.E.E., OKHLA PHASE-II, NEW DELHI..","A-8, F.I.E.E.,",07/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,81,1,,INDIA
CP-0000024201,ABC782,400079,"Godrej IT Park, B Block 5th Floor","LBS Marg, Vikhroli West, 5th Fl, Empire Plaza, Bld A",05/01/2021,Q1,22/08/2022,2022,Draft,0,0,0,1,1,0,0,0,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,3260,0,,INDIA
CP-0000024530,ABC794,110020,"D-88/5, Okhla Industrial Area Phase-1",,03/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,40,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024862,ABC818,110015,Arrow PC Network Pvt. Ltd.,"A-55, Plot-70, Klj Complex-Ii,",17/02/2021,Q1,19/05/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,,,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,14,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024844,ABC820,560078,"#35/1 , 24th Main",1748 Deepkunj,17/02/2021,Q1,13/06/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,147,1,,INDIA
CP-0000024856,ABC823,400051,"1701-1704, ONE BKC Building, G Block,","1701-1704, One Bkc Building, G Block,",17/02/2021,Q1,23/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,467,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024865,ABC838,500034,"6-3-252/2, 5th Floor,",Workafella Banjara Hills Main Road,17/02/2021,Q1,14/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,0,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,55,1,,INDIA
CP-0000024850,ABC863,400070,"303, B WIng, Commercial 1",,17/02/2021,Q1,22/08/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,421,1,,INDIA
CP-0000024853,ABC870,122003,"7th Floor, Paras Downtown Center, DLF Phase 5",U-15/65DLF QUTAB ENCLAVE-II,17/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,13,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025438,ABC902,110019,"Plot No.2, IInd Floor, Local Shopping Complex,","Plot No.2, Iind Floor, Local Shopping Complex,",04/03/2021,Q1,26/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,150,1,,INDIA
CP-0000024680,ABC915,400063,"D 1701/1702, 17th Floor, Lotus Corporate Park,","1701,1702 17Th Floor, ⠘D⠙ Wing, Lotus Corporate Par",10/02/2021,Q1,03/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,454,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024681,ABC916,400052,"76 , Shakuntala","76 , Shakuntala",10/02/2021,Q1,03/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1044,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025439,ABC949,400013,"Naman Midtown, B Wing, 10th Floor,","No.18/2, Vani Vilas Road",04/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,321,1,,INDIA
CP-0000025661,ABC1020,500016,"7-1-67/12, Dharam Karan Road,","Paradise Circle, 1-8-144, First Floor, Pg Road",18/03/2021,Q1,13/06/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,22,1,,INDIA
CP-0000024682,ABC1031,400097,"A-24/25 Ambika Towers, Near Pump House.","A-24/25 Ambika Towers, Near Pump House",10/02/2021,Q1,03/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,259,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024113,ABC1035,400076,"A-301, 3rd Floor,",,16/12/2020,Q4,20/08/2022,2022,Draft,0,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,233,0,,INDIA
CP-0000024533,ABC1122,600035,"1st Floor, Accord Building",,03/02/2021,Q1,13/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,220,1,,INDIA
CP-0000038282,ABC1139,400063,"D 1701/1702, 17th Floor, Lotus Corporate Park,","1701,1702 17Th Floor, ⠘D⠙ Wing, Lotus Corporate Par",16/03/2022,Q1,07/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,454,1,,INDIA
CP-0000025648,ABC1141,110017,"81/1, 2nd Floor, Aurobindo Tower","81/1, 2Nd Floor, Aurobindo Tower",17/03/2021,Q1,03/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,82,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000024866,ABC1167,500059,16-2-754/A/45/1,"Flat No.201,1st Floor",17/02/2021,Q1,15/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,24,1,,INDIA
CP-0000025776,ABC1207,560071,"32/A, 2nd Floor, K R Colony, Domlur","32, 2nd Floor, KR colony, Domlur",25/03/2021,Q1,14/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,219,1,,INDIA
